Client_Name__c,Job_Function_Hired_In__c_y,Industry_Hired_In__c,Hired_Location__c_y,Salary_Range__c_y,Employment_Type__c_y,Employment_Type__c_y,Federal_Hire__c_y,Hired_but_still_active_and_looking__c_y,Ops_Review_Date__c,Area_Manager_Approved__c,PIM_Approved__c
0033800002amGE8AAM,Management - Project,Management of Companies and Enterprises,Atlanta Area,"$50,000 - $59,999",Full-Time,Full-Time,0,0,5/23/2016 0:00,1,1
0033800002amGWgAAM,Installation/Maintenance/Repair,Defense Contracting,"Cherry Point, NC","$50,000 - $59,999",Full-Time,Full-Time,0,0,10/31/2016 0:00,1,1
0033800002amGa4AAE,Other,Defense Contracting,"Colorado Springs, CO","$50,000 - $59,999",Full-Time,Full-Time,0,0,4/9/2018 0:00,1,1
0033800002amGkeAAE,Customer Service,Government and Public Administration,"Seattle, WA","$50,000 - $59,999",Full-Time,Full-Time,1,0,12/3/2018 0:00,1,1
0033800002amGtMAAU,Management - Operations,Defense Contracting,"Colorado Springs, CO","$100,000+",Temporary/Contract,Temporary/Contract,0,0,4/17/2017 0:00,1,1
0033800002amHIbAAM,Customer Service,Professional - Accounting,"Memphis, TN","$80,000 - $89,999",Full-Time,Full-Time,0,0,7/10/2017 0:00,1,1
0033800002amHIqAAM,IT - Systems Management,Aerospace and Aviation,Tampa FL,"$60,000 - $69,999",Full-Time,Full-Time,0,0,5/8/2017 0:00,1,1
0033800002amHJyAAM,Training/Instruction/Teaching,Educational Services,"Lawrenceville, GA","$40,000 - $49,999",Full-Time,Full-Time,0,0,12/5/2016 0:00,1,1
0033800002amHKSAA2,Safety/Security/Law Enforcement,Government and Public Administration,"Pueblo, CO","$40,000 - $49,999",Full-Time,Full-Time,0,0,9/19/2016 0:00,1,1
0033800002amHp6AAE,Entry Level/New Grad,Business Support - Facilities,"Colorado Springs, CO","$30,000 - $39,999",Full-Time,Full-Time,0,1,6/13/2016 0:00,1,1
0033800002amHqiAAE,Other,Government and Public Administration,"Cedar Park, TX","$30,000 - $39,999",Seasonal,Seasonal,0,1,12/11/2017 0:00,1,1
0033800002amHupAAE,IT - Systems Management,Information - Information Technology,"Brussels, Belgium","$90,000 - $99,999",Full-Time,Full-Time,1,0,8/28/2017 0:00,1,1
0033800002amHx0AAE,IT - General,Defense Contracting,Colorado Springs CO,"$70,000 - $79,999",Full-Time,Full-Time,0,0,7/11/2016 0:00,1,1
0033800002amIGKAA2,Nonprofit - Social Services,Health Care and Social Assistance,"Melbourne, FL","$30,000 - $39,999",Full-Time,Full-Time,0,0,9/4/2017 0:00,1,1
0033800002amIOxAAM,Installation/Maintenance/Repair,Installation/Repair/Maintenance,"Peoria, IL","$30,000 - $39,999",Full-Time,Full-Time,0,0,7/11/2016 0:00,1,1
0033800002amIUjAAM,Installation/Maintenance/Repair,Aerospace and Aviation,"Lake City, FL","$40,000 - $49,999",Full-Time,Full-Time,0,0,7/4/2016 0:00,1,1
0033800002amIspAAE,Sales,Retail Trade,"Fayetteville, NC","$30,000 - $39,999",Full-Time,Full-Time,0,0,6/20/2016 0:00,1,1
0033800002amJnVAAU,Management - General,Transportation and Warehousing,"Othello, WA","$70,000 - $79,999",Full-Time,Full-Time,0,0,12/26/2016 0:00,1,1
0033800002amK9KAAU,Retail,Retail Trade,"Pensacola, FL","$20,000 - $29,999",Full-Time,Full-Time,0,1,11/28/2016 0:00,1,1
0033800002amKTjAAM,Engineering,Defense Contracting,Ft. Sam Houston,"$30,000 - $39,999",Full-Time,Full-Time,0,1,6/27/2016 0:00,1,1
0033800002amKdAAAU,Supply Chain/Logistics,Transportation and Warehousing,"Columbus, GA","$40,000 - $49,999",Full-Time,Full-Time,0,1,3/6/2017 0:00,1,1
0033800002amMTvAAM,Quality Assurance/Quality Control,Aerospace and Aviation,Atlanta,"$80,000 - $89,999",Temporary/Contract,Temporary/Contract,1,0,2/6/2017 0:00,1,1
0033800002amMUAAA2,Management - Project,Banking/Finance/Insurance,"Phoenix, AZ","$100,000+",Temporary/Contract,Temporary/Contract,0,0,7/17/2017 0:00,1,1
0033800002amMyBAAU,Installation/Maintenance/Repair,Defense Contracting,"Washington, DC","$40,000 - $49,999",Full-Time,Full-Time,0,0,6/6/2016 0:00,1,1
0033800002amN8uAAE,Nonprofit - Social Services,Government and Public Administration,"Warwick, RI","$30,000 - $39,999",Full-Time,Full-Time,0,0,8/22/2016 0:00,1,1
0033800002amNMJAA2,Customer Service,Hospitality/Accommodation/Food Services,"Anaheim, CA","$20,000 - $29,999",Full-Time,Full-Time,0,0,9/12/2016 0:00,1,1
0033800002amNuSAAU,Training/Instruction/Teaching,Government and Public Administration,"Charlotte, NC","$60,000 - $69,999",Full-Time,Full-Time,0,0,3/6/2017 0:00,1,1
0033800002amOcmAAE,Management - General,Arts/Entertainment/Recreation,"San Diego, CA","$30,000 - $39,999",Part-Time,Part-Time,0,1,8/1/2016 0:00,1,1
0033800002amOdGAAU,Management - Project,Health Care and Social Assistance,"Pittsburgh, PA","$80,000 - $89,999",Full-Time,Full-Time,0,0,1/9/2017 0:00,1,1
0033800002amOtvAAE,IT - Help Desk/Support,Information - Information Technology,"Washington, DC","$60,000 - $69,999",Full-Time,Full-Time,0,0,3/6/2017 0:00,1,1
0033800002amOwQAAU,Legal,Professional - Legal,"Carlsbad, CA","$100,000+",Full-Time,Full-Time,0,0,11/12/2018 0:00,1,1
0033800002amPWfAAM,IT - General,Information - Information Technology,"Seattle, WA","$60,000 - $69,999",Full-Time,Full-Time,0,0,8/29/2016 0:00,1,1
0033800002amPrSAAU,Administrative/Clerical,Business Support - Admin/Staffing,Rancho Cordova,"$30,000 - $39,999",Temporary/Contract,Temporary/Contract,0,0,6/27/2016 0:00,1,1
0033800002amQ4UAAU,Sales,Other,"Pine City, MN","$30,000 - $39,999",Full-Time,Full-Time,0,0,6/13/2016 0:00,1,1
0033800002amQHSAA2,IT - General,Information - Information Technology,"Washington, DC","$50,000 - $59,999",Temporary/Contract,Temporary/Contract,0,0,6/20/2016 0:00,1,1
0033800002amQo5AAE,IT - General,Information - Information Technology,"Charleston, SC","$40,000 - $49,999",Full-Time,Full-Time,0,0,9/26/2016 0:00,1,1
0033800002amR3gAAE,IT - General,Defense Contracting,"Tucson, AZ","$80,000 - $89,999",Full-Time,Full-Time,0,0,8/1/2016 0:00,1,1
0033800002amR66AAE,Healthcare,Health Care and Social Assistance,"Stafford, VA","$40,000 - $49,999",Full-Time,Full-Time,0,0,12/5/2016 0:00,1,1
0033800002amRFrAAM,Administrative/Clerical,Religious/Civic/Nonprofit,Tallahassee,"$40,000 - $49,999",Full-Time,Full-Time,0,0,3/13/2017 0:00,1,1
0033800002amRf6AAE,Transportation,Defense Contracting,"Hampton, Va","$60,000 - $69,999",Full-Time,Full-Time,0,1,1/16/2017 0:00,1,1
0033800002amRrLAAU,Supply Chain/Logistics,Transportation and Warehousing,"Lincolnton, NC","$60,000 - $69,999",Full-Time,Full-Time,0,0,6/20/2016 0:00,1,1
0033800002amRuFAAU,Sales,Wholesale Trade,"Lillington, NC","$40,000 - $49,999",Full-Time,Full-Time,0,0,10/3/2016 0:00,1,1
0033800002amS22AAE,Management - Programs,Professional - Architectural/Engineering,"Boise, Idaho","$100,000+",Full-Time,Full-Time,0,0,8/22/2016 0:00,1,1
0033800002amSJSAA2,Transportation,Educational Services,"Indianapolis, IN","$40,000 - $49,999",Full-Time,Full-Time,0,0,9/12/2016 0:00,1,1
0033800002amSJTAA2,Retail,Retail Trade,"Marlin, TX","$20,000 - $29,999",Part-Time,Part-Time,0,0,6/12/2017 0:00,1,1
0033800002amSJcAAM,Customer Service,Transportation and Warehousing,"Opelika, AL","$40,000 - $49,999",Full-Time,Full-Time,0,0,3/26/2018 0:00,1,1
0033800002amSJdAAM,Management - Operations,Government and Public Administration,"Ft. Benning, GA","$50,000 - $59,999",Full-Time,Full-Time,0,0,1/14/2019 0:00,1,1
0033800002amSJeAAM,Management - General,Government and Public Administration,"Fort Benning, GA","$60,000 - $69,999",Full-Time,Full-Time,0,0,9/19/2016 0:00,1,1
0033800002amSJgAAM,IT - Computer/Software Engineering,Information - Information Technology,Alabama,"$80,000 - $89,999",Full-Time,Full-Time,0,0,3/20/2017 0:00,1,1
0033800002amSJnAAM,Safety/Security/Law Enforcement,Private Security,"Chicago, IL","$70,000 - $79,999",Full-Time,Full-Time,0,0,10/29/2018 0:00,1,1
0033800002amSkvAAE,Supply Chain/Logistics,Government and Public Administration,"Aiken, SC","$80,000 - $89,999",Full-Time,Full-Time,0,0,3/27/2017 0:00,1,1
0033800002amTNZAA2,IT - General,Arts/Entertainment/Recreation,"Las Vegas, NV","$30,000 - $39,999",Full-Time,Full-Time,0,0,10/31/2016 0:00,1,1
0033800002amTgZAAU,Banking/Finance,Banking/Finance/Insurance,"Raeford, NC","$70,000 - $79,999",Temporary/Contract,Temporary/Contract,0,0,6/20/2016 0:00,1,1
0033800002amTkBAAU,Training/Instruction/Teaching,Defense Contracting,"Ft Rucker, AL","$40,000 - $49,999",Full-Time,Full-Time,0,0,10/24/2016 0:00,1,1
0033800002amTypAAE,Sales,Professional - Accounting,"Conyers, GA","$30,000 - $39,999",Full-Time,Full-Time,0,0,12/5/2016 0:00,1,1
0033800002amU5YAAU,IT - General,Health Care and Social Assistance,"San Diego, CA","Less than $20,000",Full-Time,Full-Time,0,0,8/15/2016 0:00,1,1
0033800002amUDxAAM,IT - Systems Management,Health Care and Social Assistance,"Colorado Springs, CO","$70,000 - $79,999",Full-Time,Full-Time,0,0,1/30/2017 0:00,1,1
0033800002amURJAA2,Human Resources,Retail Trade,"Joplin, MO","$20,000 - $29,999",Full-Time,Full-Time,0,0,7/11/2016 0:00,1,1
0033800002amVIXAA2,Management - General,Defense Contracting,"Okinawa, Japan APO AA 96370","$50,000 - $59,999",Full-Time,Full-Time,0,0,1/16/2017 0:00,1,1
0033800002amX6HAAU,Sales,Business Support - Admin/Staffing,"301 W Broadway St, Bolivar, MO 65613","$40,000 - $49,999",Full-Time,Full-Time,0,1,12/5/2016 0:00,1,1
0033800002amXDaAAM,Management - General,Banking/Finance/Insurance,Dacula,"$60,000 - $69,999",Full-Time,Full-Time,0,0,1/30/2017 0:00,1,1
0033800002amXIAAA2,Training/Instruction/Teaching,Government and Public Administration,"White Marsh, VA","$70,000 - $79,999",Full-Time,Full-Time,0,0,9/5/2016 0:00,1,1
0033800002amXLhAAM,Administrative/Clerical,Retail Trade,"Westfield, MA","$20,000 - $29,999",Full-Time,Full-Time,0,0,10/31/2016 0:00,1,1
0033800002amXOlAAM,Human Resources,Government and Public Administration,"Settle, WA","$40,000 - $49,999",Full-Time,Full-Time,0,0,12/5/2016 0:00,1,1
0033800002amXilAAE,Healthcare,Health Care and Social Assistance,"Kennesaw, GA","$30,000 - $39,999",Full-Time,Full-Time,0,0,8/22/2016 0:00,1,1
0033800002amXqqAAE,Healthcare,Health Care and Social Assistance,"Locust Grove, Georgia","$40,000 - $49,999",Full-Time,Full-Time,0,0,4/16/2018 0:00,1,1
0033800002amY3GAAU,Administrative/Clerical,Utilities,"San Diego, CA","$40,000 - $49,999",Full-Time,Full-Time,0,0,10/31/2016 0:00,1,1
0033800002amYThAAM,Customer Service,Other,"Dahlonega, GA","$20,000 - $29,999",Temporary/Contract,Temporary/Contract,0,0,7/4/2016 0:00,1,1
0033800002amZ2mAAE,IT - General,Defense Contracting,"Fort Belvoir, VA","$40,000 - $49,999",Full-Time,Full-Time,0,0,8/13/2018 0:00,1,1
0033800002amZ4xAAE,Safety/Security/Law Enforcement,Defense Contracting,"Indianapolis, IN","$50,000 - $59,999",Full-Time,Full-Time,0,0,11/13/2017 0:00,1,1
0033800002amZ5CAAU,Customer Service,Health Care and Social Assistance,"Powder Springs, GA","$20,000 - $29,999",Part-Time,Part-Time,0,1,4/2/2018 0:00,1,1
0033800002amZLaAAM,Business Development,Information - Information Technology,"St Louis, MO","$80,000 - $89,999",Full-Time,Full-Time,0,0,9/12/2016 0:00,1,1
0033800002amZS2AAM,Sales,Retail Trade,"Colorado Springs, CO","$40,000 - $49,999",Full-Time,Full-Time,0,1,10/31/2016 0:00,1,1
0033800002amZSCAA2,Management - Programs,Aerospace and Aviation,"3255 Bell Helicopter Blvd, Fort Worth, TX","$60,000 - $69,999",Temporary/Contract,Temporary/Contract,0,0,12/12/2016 0:00,1,1
0033800002amZVGAA2,Training/Instruction/Teaching,Educational Services,"Philidelphia , PA","$20,000 - $29,999",Full-Time,Full-Time,0,0,8/8/2016 0:00,1,1
0033800002amZv8AAE,Installation/Maintenance/Repair,Retail Trade,"Harrodsburg, KY","$60,000 - $69,999",Full-Time,Full-Time,0,0,2/20/2017 0:00,1,1
0033800002amaQ8AAI,Administrative/Clerical,Business Support - Admin/Staffing,"Marietta, GA","$30,000 - $39,999",Full-Time,Full-Time,0,0,10/31/2016 0:00,1,1
0033800002amarTAAQ,Installation/Maintenance/Repair,Defense Contracting,"Los Angeles, CA","$50,000 - $59,999",Full-Time,Full-Time,0,0,1/16/2017 0:00,1,1
0033800002ambDZAAY,Installation/Maintenance/Repair,Installation/Repair/Maintenance,"Mystic, CT","$50,000 - $59,999",Full-Time,Full-Time,0,0,4/16/2018 0:00,1,1
0033800002ambDbAAI,Safety/Security/Law Enforcement,Government and Public Administration,"Maryville, TN","$30,000 - $39,999",Full-Time,Full-Time,0,0,1/16/2017 0:00,1,1
0033800002ambDeAAI,Healthcare,Health Care and Social Assistance,GA,"$20,000 - $29,999",Part-Time,Part-Time,0,0,8/1/2016 0:00,1,1
0033800002ambDfAAI,Sales,Retail Trade,"Sanford, NC","$50,000 - $59,999",Full-Time,Full-Time,0,0,10/10/2016 0:00,1,1
0033800002ambDgAAI,Firefighter/EMT/Emergency Service,Health Care and Social Assistance,"fayetteville, North Carolina","$30,000 - $39,999",Full-Time,Full-Time,0,0,6/12/2017 0:00,1,1
0033800002ambDhAAI,Supply Chain/Logistics,Transportation and Warehousing,"Fayetteville, NC","$60,000 - $69,999",Full-Time,Full-Time,0,0,10/17/2016 0:00,1,1
0033800002ambDiAAI,Safety/Security/Law Enforcement,Health Care and Social Assistance,Winston-Salem,"Less than $20,000",Part-Time,Part-Time,0,0,5/30/2016 0:00,1,1
0033800002ambDlAAI,Engineering,Government and Public Administration,"New York, NY","$50,000 - $59,999",Full-Time,Full-Time,0,0,3/27/2017 0:00,1,1
0033800002ambDmAAI,Management - General,Hospitality/Accommodation/Food Services,"Reilly Rd, Fort Bragg, NC","$30,000 - $39,999",Full-Time,Full-Time,0,0,8/22/2016 0:00,1,1
0033800002ambctAAA,Facilities Management,Real Estate/Rental and Leasing,"Durham, NC","$30,000 - $39,999",Full-Time,Full-Time,0,0,11/21/2016 0:00,1,1
0033800002ambxmAAA,Management - General,Management of Companies and Enterprises,"Fort Worth, TX","$70,000 - $79,999",Full-Time,Full-Time,0,0,4/3/2017 0:00,1,1
0033800002amc10AAA,Management - Project,Banking/Finance/Insurance,Minneapolis,"$100,000+",Full-Time,Full-Time,0,0,8/15/2016 0:00,1,1
0033800002amcRkAAI,Consultant,Defense Contracting,"Ft. Hood, TX","$30,000 - $39,999",Full-Time,Full-Time,0,0,7/3/2017 0:00,1,1
0033800002amd5HAAQ,Management - Executive/C-Suite,Health Care and Social Assistance,"Orlando, FL","$90,000 - $99,999",Full-Time,Full-Time,0,0,11/28/2016 0:00,1,1
0033800002amdy6AAA,IT - Information Security,Information - Information Technology,"Charlotte, NC","$50,000 - $59,999",Full-Time,Full-Time,0,0,10/23/2017 0:00,1,1
0033800002amdyGAAQ,Training/Instruction/Teaching,Educational Services,"3221 Hilliard Ave Killeen, TX 76543-264","$20,000 - $29,999",Part-Time,Part-Time,0,0,1/15/2018 0:00,1,1
0033800002amePyAAI,IT - Information Security,Defense Contracting,"San Antonio, TX","$80,000 - $89,999",Temporary/Contract,Temporary/Contract,0,0,1/23/2017 0:00,1,1
0033800002ameQMAAY,General Labor,Business Support - Facilities,Ft Walton FL,"$20,000 - $29,999",Part-Time,Part-Time,0,1,7/11/2016 0:00,1,1
0033800002amedTAAQ,Safety/Security/Law Enforcement,Government and Public Administration,"Houston, TX","$40,000 - $49,999",Full-Time,Full-Time,0,0,8/1/2016 0:00,1,1
0033800002amen5AAA,Engineering,Construction,"Colorado Springs, CO","$30,000 - $39,999",Full-Time,Full-Time,0,0,2/6/2017 0:00,1,1
0033800002amen8AAA,Supply Chain/Logistics,Government and Public Administration,"Eau Claire, WI","$50,000 - $59,999",Full-Time,Full-Time,0,0,6/27/2016 0:00,1,1
0033800002amenAAAQ,Installation/Maintenance/Repair,Manufacturing,"1200 N Glenbrook Dr, Garland, TX 75040","$40,000 - $49,999",Full-Time,Full-Time,0,0,9/19/2016 0:00,1,1
0033800002amenBAAQ,Supply Chain/Logistics,Professional - Creative and Design,"Waco, TX","$30,000 - $39,999",Full-Time,Full-Time,0,0,10/31/2016 0:00,1,1
0033800002amenCAAQ,Administrative/Clerical,Government and Public Administration,"Colorado Springs, CO 80906","$20,000 - $29,999",Full-Time,Full-Time,0,1,10/10/2016 0:00,1,1
0033800002amenDAAQ,Administrative/Clerical,Government and Public Administration,"Waco,TX","$50,000 - $59,999",Full-Time,Full-Time,0,0,10/10/2016 0:00,1,1
0033800002amenFAAQ,Administrative/Clerical,Health Care and Social Assistance,"Dallas, TX","$20,000 - $29,999",Full-Time,Full-Time,0,0,8/22/2016 0:00,1,1
0033800002amenIAAQ,Supply Chain/Logistics,Transportation and Warehousing,New York City,"$30,000 - $39,999",Full-Time,Full-Time,0,0,10/31/2016 0:00,1,1
0033800002amenKAAQ,Safety/Security/Law Enforcement,Manufacturing,"Colorado Springs, CO","$20,000 - $29,999",Part-Time,Part-Time,0,0,2/19/2018 0:00,1,1
0033800002amenMAAQ,Construction,Installation/Repair/Maintenance,"Colorado Springs, CO","$40,000 - $49,999",Full-Time,Full-Time,0,0,11/5/2018 0:00,1,1
0033800002amenOAAQ,Banking/Finance,Banking/Finance/Insurance,"1277 Kelly Johnson Blvd # 260, Colorado Springs, CO 80920","$40,000 - $49,999",Full-Time,Full-Time,0,0,12/5/2016 0:00,1,1
0033800002amewXAAQ,Management - Project,Construction,Dallas/Ft. Worth Area,"$50,000 - $59,999",Full-Time,Full-Time,0,0,8/8/2016 0:00,1,1
0033800002amewYAAQ,Management - Operations,Transportation and Warehousing,"Dallas, TX","$60,000 - $69,999",Full-Time,Full-Time,0,0,7/11/2016 0:00,1,1
0033800002amewZAAQ,IT - Computer/Software Engineering,Defense Contracting,"Dallas, TX","$70,000 - $79,999",Full-Time,Full-Time,0,0,6/26/2017 0:00,1,1
0033800002amewaAAA,Banking/Finance,Banking/Finance/Insurance,"Dallas, TX","$70,000 - $79,999",Full-Time,Full-Time,0,0,8/8/2016 0:00,1,1
0033800002amf3wAAA,Transportation,Transportation and Warehousing,"Killeen, TX","$40,000 - $49,999",Full-Time,Full-Time,0,1,12/11/2017 0:00,1,1
0033800002amfO6AAI,Professional Services,Banking/Finance/Insurance,"1929 E Ray Rd Ste 1, Chandler, AZ","$60,000 - $69,999",Full-Time,Full-Time,0,0,12/3/2018 0:00,1,1
0033800002amfPOAAY,Administrative/Clerical,Government and Public Administration,"Raleigh, NC","$30,000 - $39,999",Temporary/Contract,Temporary/Contract,0,1,8/7/2017 0:00,1,1
0033800002amfPTAAY,Other,Educational Services,"Charlottesville, VA","$60,000 - $69,999",Full-Time,Full-Time,0,0,9/26/2016 0:00,1,1
0033800002amfQ2AAI,Management - Programs,Government and Public Administration,"Statesboro, GA","$60,000 - $69,999",Full-Time,Full-Time,0,0,9/19/2016 0:00,1,1
0033800002amfXSAAY,Safety/Security/Law Enforcement,Government and Public Administration,"2430 S. Swan Road Tucson, AZ 85711","$30,000 - $39,999",Full-Time,Full-Time,0,0,8/22/2016 0:00,1,1
0033800002amfxQAAQ,Human Resources,Business Support - Admin/Staffing,"Harker Heights, Texas","$50,000 - $59,999",Full-Time,Full-Time,0,0,8/8/2016 0:00,1,1
0033800002amg3dAAA,Supply Chain/Logistics,Business Support - Facilities,"Fort Lewis, WA (Tacoma)","$40,000 - $49,999",Full-Time,Full-Time,0,1,7/10/2017 0:00,1,1
0033800002amhoGAAQ,Skilled Labor/Trades,Construction,"5915 75th St W Lakewood,  WA  98499","$30,000 - $39,999",Full-Time,Full-Time,0,0,5/23/2016 0:00,1,1
0033800002amiE2AAI,Transportation,Aerospace and Aviation,"Lithia, FL","$100,000+",Full-Time,Full-Time,0,0,8/15/2016 0:00,1,1
0033800002amiiRAAQ,Safety/Security/Law Enforcement,Private Security,"Las Vegas, NV","$30,000 - $39,999",Full-Time,Full-Time,0,0,6/20/2016 0:00,1,1
0033800002amn7vAAA,Administrative/Clerical,Health Care and Social Assistance,"Washington, DC","$30,000 - $39,999",Full-Time,Full-Time,0,0,9/26/2016 0:00,1,1
0033800002amnZ4AAI,Engineering,Aerospace and Aviation,"Malvern, PA","$70,000 - $79,999",Full-Time,Full-Time,0,0,7/4/2016 0:00,1,1
0033800002amnlZAAQ,Supply Chain/Logistics,Defense Contracting,"San Diego, CA","$60,000 - $69,999",Full-Time,Full-Time,0,0,2/27/2017 0:00,1,1
0033800002amnoYAAQ,Management - General,Retail Trade,"San Marcos, TX","$80,000 - $89,999",Full-Time,Full-Time,0,0,9/25/2017 0:00,1,1
0033800002amo6zAAA,Management - Operations,Manufacturing,"Cincinnati, OH","$100,000+",Full-Time,Full-Time,0,0,2/13/2017 0:00,1,1
0033800002amojSAAQ,Human Resources,Government and Public Administration,Washington DC,"$60,000 - $69,999",Full-Time,Full-Time,0,0,4/9/2018 0:00,1,1
0033800002amombAAA,Healthcare,Health Care and Social Assistance,"Towson, MD","$30,000 - $39,999",Part-Time,Part-Time,0,0,5/15/2017 0:00,1,1
0033800002amooDAAQ,Management - Programs,Government and Public Administration,"Fort Meade, VA","$90,000 - $99,999",Temporary/Contract,Temporary/Contract,0,0,10/9/2017 0:00,1,1
0033800002amotXAAQ,IT - General,Defense Contracting,"Fort Bragg, NC","$50,000 - $59,999",Full-Time,Full-Time,0,0,8/29/2016 0:00,1,1
0033800002amp4MAAQ,Transportation,Defense Contracting,"Charlotte, NC","$50,000 - $59,999",Temporary/Contract,Temporary/Contract,1,0,11/5/2018 0:00,1,1
0033800002ampdvAAA,Management - Operations,Other,Raleigh,"$70,000 - $79,999",Full-Time,Full-Time,0,0,6/20/2016 0:00,1,1
0033800002ampeeAAA,Management - Programs,Government and Public Administration,"Raleigh, NC","$60,000 - $69,999",Full-Time,Full-Time,0,0,8/15/2016 0:00,1,1
0033800002ampetAAA,Supply Chain/Logistics,Defense Contracting,Bahrain,"$40,000 - $49,999",Temporary/Contract,Temporary/Contract,0,0,9/19/2016 0:00,1,1
0033800002amq9kAAA,IT - General,Aerospace and Aviation,"6400 S Fiddlers Green Cir #1450, Greenwood Village, CO 80111","$60,000 - $69,999",Full-Time,Full-Time,0,0,10/3/2016 0:00,1,1
0033800002amqJzAAI,Customer Service,Defense Contracting,"Loveland, CO (working out of Pueblo, CO)","$30,000 - $39,999",Full-Time,Full-Time,0,1,7/4/2016 0:00,1,1
0033800002amquvAAA,Administrative/Clerical,Government and Public Administration,"Denver, CO","$30,000 - $39,999",Full-Time,Full-Time,1,0,1/16/2017 0:00,1,1
0033800002amr9bAAA,IT - General,Information - Information Technology,"La Plata, MD","$60,000 - $69,999",Full-Time,Full-Time,0,0,1/16/2017 0:00,1,1
0033800002amrOXAAY,Management - Operations,Business Support - Facilities,"Honolulu, HI","$40,000 - $49,999",Full-Time,Full-Time,0,0,9/12/2016 0:00,1,1
0033800002amrraAAA,Distribution/Shipping,Aerospace and Aviation,"Wake Island, HI","$50,000 - $59,999",Full-Time,Full-Time,0,0,10/3/2016 0:00,1,1
0033800002ams29AAA,Management - General,Transportation and Warehousing,"Prince Frederick, MD","$30,000 - $39,999",Full-Time,Full-Time,0,1,1/30/2017 0:00,1,1
0033800002ams7TAAQ,General Labor,Manufacturing,"Johnson City, TN","Less than $20,000",Part-Time,Part-Time,0,0,8/15/2016 0:00,1,1
0033800002amsJnAAI,Engineering,Business Support - Waste Management,"Boise, ID","$50,000 - $59,999",Full-Time,Full-Time,0,0,8/8/2016 0:00,1,1
0033800002amsdAAAQ,IT - General,Defense Contracting,"Fort Gordon, GA","$60,000 - $69,999",Full-Time,Full-Time,0,0,8/15/2016 0:00,1,1
0033800002amsgkAAA,Other,Health Care and Social Assistance,"Reno, NV","$50,000 - $59,999",Full-Time,Full-Time,0,0,9/26/2016 0:00,1,1
0033800002amsnBAAQ,Healthcare,Health Care and Social Assistance,"2525 Desales Ave, Chattanooga, TN 37404","$50,000 - $59,999",Full-Time,Full-Time,0,0,9/12/2016 0:00,1,1
0033800002amtmAAAQ,Installation/Maintenance/Repair,Aerospace and Aviation,Ozark AL,"$50,000 - $59,999",Temporary/Contract,Temporary/Contract,0,1,6/12/2017 0:00,1,1
0033800002amtqMAAQ,IT - Computer/Software Engineering,Information - Information Technology,La Jolla,"$40,000 - $49,999",Full-Time,Full-Time,0,1,4/3/2017 0:00,1,1
0033800002amulXAAQ,IT - General,Information - Information Technology,"Irving, TX  4825 W Royal Ln, Irving, TX 75063","$40,000 - $49,999",Full-Time,Full-Time,0,0,8/29/2016 0:00,1,1
0033800002amvDMAAY,Nonprofit - Social Services,Government and Public Administration,Joint Base Pearl Harbor-Hickam,"$60,000 - $69,999",Full-Time,Full-Time,1,0,4/10/2017 0:00,1,1
0033800002amvGpAAI,Facilities Management,Arts/Entertainment/Recreation,"Via Pordenone, IT","$40,000 - $49,999",Full-Time,Full-Time,0,0,8/29/2016 0:00,1,1
0033800002amvKIAAY,Banking/Finance,Banking/Finance/Insurance,"College Station, TX","$50,000 - $59,999",Full-Time,Full-Time,0,0,10/31/2016 0:00,1,1
0033800002amvPwAAI,Customer Service,Banking/Finance/Insurance,"Oklahoma City, OK","$80,000 - $89,999",Full-Time,Full-Time,0,0,6/13/2016 0:00,1,1
0033800002amvR9AAI,Media/Journalism/Newspaper,Arts/Entertainment/Recreation,"New York, NY","$50,000 - $59,999",Part-Time,Part-Time,0,1,6/27/2016 0:00,1,1
0033800002amvRBAAY,IT - Information Security,Pharmaceutical and Medical,"Seattle, WA","$100,000+",Full-Time,Full-Time,0,0,11/7/2016 0:00,1,1
0033800002amvRCAAY,Training/Instruction/Teaching,Retail Trade,"Denver, CO","$60,000 - $69,999",Full-Time,Full-Time,0,0,10/31/2016 0:00,1,1
0033800002amvREAAY,Installation/Maintenance/Repair,Defense Contracting,"Colorado Springs, CO","$80,000 - $89,999",Full-Time,Full-Time,0,0,5/22/2017 0:00,1,1
0033800002amvRFAAY,Administrative/Clerical,Banking/Finance/Insurance,"Falcon, CO","$40,000 - $49,999",Full-Time,Full-Time,0,0,4/23/2018 0:00,1,1
0033800002amvRGAAY,Transportation,Transportation and Warehousing,Colorado Springs,"Less than $20,000",Temporary/Contract,Temporary/Contract,0,0,7/18/2016 0:00,1,1
0033800002amvRHAAY,Safety/Security/Law Enforcement,Government and Public Administration,"Denver, CO","$30,000 - $39,999",Full-Time,Full-Time,0,0,4/24/2017 0:00,1,1
0033800002amvRKAAY,IT - General,Defense Contracting,"Colorado Springs, CO","$70,000 - $79,999",Full-Time,Full-Time,0,0,9/12/2016 0:00,1,1
0033800002amvRMAAY,Installation/Maintenance/Repair,Government and Public Administration,"Colorado Springs, CO","$30,000 - $39,999",Full-Time,Full-Time,0,0,1/9/2017 0:00,1,1
0033800002amvROAAY,Human Resources,Retail Trade,"Colorado Springs, CO","$30,000 - $39,999",Part-Time,Part-Time,0,0,12/12/2016 0:00,1,1
